Enzyme_id	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
GH38	0.002852901	0.001632244	0.004142256	0.002755853	0.003636099	0.002502662	0.003341811	0.00164244	0.002789273	0.003315097	0.003034992	0.001710216	0.003906292	0.002538789	0.002734449	0.001967239	0.003657149	0.002789659	0.002855845	0.002230293	0.002826026	0.002376129	0.004154868	0.003021483	0.003044585	0.002114947	0.003385076	0.002662683	0.003835445	0.003634592	0.002242796	0.001891331	0.00575674	0.004029613	0.003161037	0.003340975	0.002460566	0.002745082	0.002496679	0.002182637	0.003888673	0.001002821	0.002750575	0.003147377	0.003128208	0.002405559	0.003708374	0.002514665	0.003113901	0.001711757	0.002710279	0.002149748	0.004074416	0.00323374	0.001918829	0.002806079	0.003138344	0.002373136	0.00293052	0.002152435	0.003069493	0.00264591	0.004555346	0.003124973	0.005170989	0.002210712	0.003805167	0.002573181	0.003218552	0.002053738	0.003928001	0.002438236	0.004055881	0.003302751	0.003042359	0.001680843	0.004154721	0.00355838	0.003848911	0.002750484	0.004132634	0.002524655	0.003845855	0.001642402	0.002702971	0.002225134	0.005043247	0.006307205	0.002934704	0.002271966	0.002667566	0.00419845	0.004973842	0.002499852	0.003205928	0.001535999	0.004326541	0.003492921	0.00418507	0.001658927	0.005521955	0.001977135	0.003638452	0.002454969	0.003393772	0.002581899	0.002641683	0.003666424	0.00249427	0.001555096
GH39	0.001042729	0.001820675	0.00150288	0.001944224	0.0021297	0.002076829	0.001979345	0.002456175	0.001313574	0.001425282	0.002490553	0.001960352	0.001523569	0.000793922	0.000696512	0.000900907	0.001343538	0.001182261	0.001788065	0.001260002	0.002827211	0.002624837	0.001566595	0.00210764	0.002029804	0.000848404	0.001271988	0.001845457	0.000925027	0.003035122	0.001914779	0.002410915	0.001887195	0.00190918	0.002301885	0.001774351	0.002246159	0.00269613	0.001367132	0.002391945	0.001060935	0.001208595	0.001709094	0.001871565	0.001928244	0.002586248	0.002618076	0.001909289	0.001240011	0.003526093	0.001744306	0.003200225	0.000955286	0.001318915	0.000978293	0.000642802	0.001563236	0.002039937	0.0013123	0.001731617	0.001021328	0.00195715	0.00120983	0.003077172	0.001053028	0.001104034	0.001061512	0.002443009	0.001378485	0.002094047	0.003209938	0.001667363	0.001668852	0.001947919	0.001527092	0.00113522	0.00080835	0.001720485	0.001788359	0.002221901	0.001223474	0.00283787	0.001864573	0.00216887	0.001592932	0.001351997	0.000816512	0.001058675	0.00123941	0.001267039	0.001687699	0.002156376	0.001248623	0.001293663	0.001703313	0.001787587	0.002392611	0.001886115	0.001536975	0.00192436	0.002656489	0.001609787	0.001577207	0.00217144	0.002338719	0.00232718	0.000962997	0.001894165	0.001627002	0.002070463
GH4	0.001550248	0.001995611	0.001289046	0.003377756	0.003624397	0.002215339	0.001415577	0.001702991	0.001661626	0.002428777	0.001299148	0.001465302	0.001903546	0.002062761	0.002340306	0.002414555	0.002693622	0.001661956	0.002668806	0.003512731	0.002378447	0.002143067	0.002848501	0.002704741	0.001773031	0.001264513	0.001807703	0.002456775	0.001603522	0.004360916	0.001259839	0.001222639	0.002299039	0.00141688	0.002321219	0.002303923	0.002959064	0.003494055	0.002128231	0.002842184	0.001603714	0.001983939	0.000944499	0.003214867	0.002032042	0.003162618	0.001649783	0.001749707	0.0029551	0.003393066	0.002730861	0.002997618	0.002928173	0.002726593	0.00296504	0.001057606	0.002355695	0.002949599	0.00317296	0.001447455	0.004448144	0.003211526	0.002103111	0.00372412	0.002277648	0.002375507	0.002680927	0.0014776	0.000737098	0.002219543	0.004714847	0.001206727	0.002633389	0.003858099	0.002285717	0.002054745	0.001852957	0.001434621	0.002118999	0.001948418	0.001850741	0.003252236	0.003031822	0.001954652	0.001853918	0.003424624	0.002400346	0.006516711	0.001407807	0.001220159	0.003105675	0.004755241	0.00186131	0.002169126	0.002545149	0.003366656	0.003929875	0.002649518	0.002113279	0.001607425	0.00462169	0.002211647	0.002418539	0.002628382	0.001219069	0.001076971	0.001929282	0.003088812	0.001882301	0.003013438
GH42	0.003402291	0.004595827	0.00491893	0.004506207	0.004399746	0.004195223	0.003143828	0.00331024	0.002662646	0.0022683	0.004326385	0.004767475	0.003245594	0.00308862	0.004248878	0.003394268	0.003793661	0.003101864	0.00429709	0.005182295	0.003430736	0.00437568	0.004600515	0.00500052	0.004855222	0.002520095	0.00475218	0.00350708	0.003095823	0.003504175	0.00302048	0.005757709	0.002896753	0.003252142	0.004906327	0.004021805	0.004127558	0.004885881	0.002979029	0.004051607	0.002724476	0.002583226	0.003418811	0.004800927	0.004025022	0.004379104	0.004358352	0.003139367	0.003953287	0.003526395	0.00324649	0.004428729	0.003467327	0.003830089	0.003495507	0.00168	0.003819233	0.004154989	0.005770654	0.003336548	0.005353055	0.003136354	0.003924494	0.005131284	0.003397682	0.003043281	0.003323952	0.004357414	0.004711452	0.005085506	0.004803059	0.003238346	0.006162374	0.004004668	0.003647749	0.003460462	0.002428563	0.003048202	0.003566106	0.004580958	0.002654265	0.003687474	0.004765225	0.004637168	0.00387356	0.005050641	0.003792524	0.008586725	0.002846715	0.003685958	0.004687581	0.006792449	0.003035811	0.003398633	0.003997438	0.00490561	0.003794548	0.003746504	0.002716583	0.002933131	0.004788401	0.003059856	0.004172785	0.004534388	0.003597961	0.005018742	0.004748995	0.003971222	0.002693616	0.00398581
GH43	0.000339594	0.000259752	0.00017887	0.000448418	0.000464232	0.000662256	0.000842853	0.000989549	0.000526702	0.000839977	0.001269738	0.00072773	0.000491371	0.000462565	0.00146181	0.000509909	0.00096708	0.001957871	0.000986909	0.000365398	0.000377394	0.000525416	0.000895539	0.00051742	0.000314331	0.001378762	0.000393207	0.000302535	0.000338514	0.000700142	0.000274339	0.000619626	0.000708824	0.000672156	0.000402337	0.000997773	0.00027141	0.000553075	0.000153047	0.000349808	0.001091511	0.001297346	0.000705098	0.000536989	0.000224869	0.000478692	0.000237976	0.000637216	0.000104429	0.00027925	0.000364693	0.000848789	0.000323701	0.000588371	0.001531175	0.000658175	0.000929539	0.000594627	0.002518102	0.00062711	0.000616271	0.000549202	0.000645119	0.0005149	0.001109739	0.000843494	0.001033275	0.000791934	0.001223873	0.000410688	0.006594558	0.000708306	0.001109941	0.000250365	0.001801419	0.00103498	0.000662978	0.000435437	0.001014379	0.000369938	0.000776808	0.000558547	0.000816169	0.000841592	0.001576114	0.000826523	0.00228685	0.000569896	0.000657379	0.001062392	0.000371007	0.000560954	0.000301752	0.000632854	0.000933561	0.001300384	0.000366124	0.001447542	0.000265778	0.00044482	0.001672652	0.000603012	0.000569999	0.000310006	0.000406778	0.000349229	0.00099297	0.000182961	0.000753818	0.000916339
GH43_1	0.001097615	0.000793137	0.00048699	0.00109287	0.001321455	0.002238084	0.002052	0.001945612	0.001359513	0.001284562	0.000927108	0.001082394	0.001210251	0.000813737	0.000540929	0.001122204	0.000829925	0.001447967	0.000863936	0.00084976	0.001483394	0.002065861	0.001297652	0.002540925	0.00035504	0.0009405	0.001045414	0.001240784	0.000636048	0.00121595	0.000994311	0.001104508	0.000929241	0.001829646	0.001126558	0.001139035	0.0013647	0.001229376	0.000821427	0.000929791	0.000424258	0.001413894	0.001319031	0.000907681	0.000704555	0.001513226	0.000633761	0.001415844	0.000458991	0.001080518	0.000794463	0.001736547	0.000680476	0.001504289	0.000459676	0.002204463	0.000877769	0.001423925	0.000558037	0.002056297	0.000629101	0.001517695	0.000549851	0.00125433	0.000766144	0.0018585	0.000617649	0.001249053	0.000923194	0.00139406	0.000184534	0.001319375	0.000786341	0.001080834	0.000571096	0.001561022	0.000616514	0.001760641	0.00093518	0.001421278	0.001253892	0.001640394	0.001180782	0.001708786	0.00045535	0.001413757	0.000739897	0.000625301	0.000925234	0.001522245	0.00133443	0.00118148	0.001102181	0.000956989	0.001230739	0.00119806	0.001602845	0.00176956	0.000925836	0.00134685	0.001036844	0.00092217	0.000661846	0.001361614	0.000745372	0.001733462	0.001067485	0.001656082	0.000805885	0.001469335
GH43_10	0.004587719	0.00683584	0.003502239	0.006383235	0.00600923	0.007634543	0.007369866	0.008506075	0.005250381	0.005725182	0.005513841	0.005108243	0.005668829	0.004234208	0.003972573	0.005559586	0.005377264	0.007676784	0.005104048	0.004891426	0.0071675	0.007623759	0.005099822	0.007720588	0.006577588	0.00667199	0.00425754	0.006478395	0.003200339	0.00703071	0.005485849	0.005728593	0.005102801	0.007156215	0.00537099	0.005917141	0.00565506	0.0064883	0.005096851	0.006797423	0.004860341	0.006673359	0.005115087	0.005817932	0.0047303	0.00640846	0.004457256	0.005608897	0.004108713	0.007562272	0.005449846	0.006752837	0.003957916	0.006002312	0.007916218	0.008169524	0.009522317	0.006488435	0.007180082	0.007806283	0.007045088	0.008003655	0.007892492	0.007186394	0.007797967	0.006943546	0.006256162	0.006687547	0.009275921	0.006153383	0.00445662	0.006113536	0.008302789	0.006357592	0.008701681	0.008102964	0.007429294	0.006746067	0.008762731	0.006164097	0.00895052	0.007416246	0.005347489	0.006721005	0.006440596	0.005398391	0.008132667	0.004190996	0.004707152	0.007207169	0.005655036	0.005912586	0.005390171	0.00643741	0.006258046	0.006505287	0.005732292	0.00753586	0.005120294	0.006364787	0.007078698	0.004567154	0.004711448	0.005739545	0.005160609	0.005344859	0.004804526	0.006906482	0.004471039	0.007074109
GH43_11	0.0009182	0.000930718	0.00026525	0.000282413	0.000662613	0.000490549	0.000230129	0.000129178	6.33E-05	0.000279865	0.000214604	0.00102145	0.000329007	0.000416057	0.000326871	0.000635134	0.000518033	0.000634888	0.000108035	0.000762058	0.000141148	9.14E-05	0.000736814	0.000678453	0.000792102	0.000245799	0.000288232	0.000681484	0.00048419	8.74E-05	0.000357051	0.00098909	0.000267145	0.000299082	0.001101913	0.000830959	0.000159068	0.000864157	0.000217759	0.000791868	0.000169419	0.000119826	0.000607306	0.000754266	0.000284397	0.000439496	0.000517343	0.000338157	0.00035172	0.000288281	0.000573847	0.000360885	0.001079293	0.00034416	0.000290875	0.00024504	0.000440844	0.000533176	0.000357568	0.000153956	0.000271783	0.000156157	0.000457391	0.00143904	0.000609222	0.000243455	0.000404833	0.000488131	0.000380324	0.000435051	0.00134377	0.000358319	0.000778611	0.000717388	0.000204528	0.000468295	0.000493612	0.000291041	0.000429637	0.001171882	5.18E-05	0.000929149	0.000234864	0.000369619	0.000549198	0.001490608	0.000303932	0.001197727	0.000262892	0.000426657	0.000399051	0.00124772	0.000199398	0.000221244	0.000155596	0.000705417	0.000180933	0.000305578	0.000256662	0.000193808	0.0007499	0.000344398	0.000556015	0.000833516	0.000309061	0.000334724	0.001402666	0.001375929	0.000442468	0.000741105
GH43_12	0.002105838	0.003299108	0.001554614	0.003219591	0.00274364	0.004168349	0.003563211	0.003381408	0.002870861	0.00165794	0.003147183	0.003001035	0.003495736	0.001821009	0.002682994	0.002606381	0.002998074	0.001633892	0.002738584	0.002973113	0.003553388	0.003395242	0.002744393	0.004832493	0.003651367	0.002220434	0.002747472	0.003086505	0.001600587	0.003144165	0.003097645	0.003801659	0.00332772	0.003617279	0.003567742	0.002229215	0.003544889	0.003275512	0.0026539	0.003222358	0.001865048	0.002372933	0.002700673	0.002862918	0.00288155	0.004000149	0.002514728	0.003226211	0.003521528	0.003863577	0.002621897	0.003523448	0.001834703	0.00228446	0.002548071	0.003294289	0.00334924	0.003527194	0.002754591	0.003420603	0.002361023	0.004035166	0.002565594	0.003585873	0.002804654	0.002243061	0.002562216	0.003341703	0.002628177	0.002755805	0.001186318	0.002906878	0.003239449	0.0031731	0.003010835	0.001979518	0.002065246	0.003617005	0.002564397	0.003838008	0.003748519	0.002957093	0.002987996	0.003298322	0.002278829	0.00260505	0.00210019	0.001886307	0.002095707	0.002201718	0.003271018	0.003845603	0.002433904	0.001680008	0.003372189	0.003155506	0.003320031	0.002277918	0.002934607	0.00318639	0.002043551	0.002494548	0.002601736	0.004051742	0.002715735	0.00384625	0.002814115	0.00346091	0.001575157	0.001947618
GH43_16	0.000421339	0.001790443	0.000402982	0.001010651	0.000269275	0.00058183	0.000572564	0.000865309	0.000688707	0.000417222	0.001003826	0.00092098	0.001202121	0.00034013	0.000530512	0.000797705	0.000807793	0.001069603	0.000514751	0.000873689	0.000725262	0.000148826	0.000204964	0.000664714	0.002425692	0.001077561	0.000274066	0.000698238	0.000321682	0.000246898	0.000710975	0.000818549	0.001279153	0.000522929	0.00129912	0.000900201	0.00056379	0.000812966	0.001067211	0.000943655	0.000678041	0.000259457	0.000674275	0.002194903	0.001303053	0.000604623	0.000694551	0.000543224	0.001210876	0.001304574	0.001355653	0.000322617	0.000330934	0.000426613	0.000137581	0.000629435	0.000586107	0.000946648	0.000115285	0.000184182	0.000124757	0.00097797	0.000133042	0.001155438	0.000177779	0.000251605	0.000310047	0.000883975	0.000143069	0.000275795	8.37E-06	0.001017961	5.14E-06	0.000750156	0.000160779	0.00026682	0.000380915	0.00029718	0.000333411	0.000914816	0.001144587	0.000882882	0.000746259	0.000327306	9.01E-05	0.000272308	7.69E-05	0.00037983	0.00023071	0.000905917	0.000697218	0.002043818	0.000398613	0.000483737	0.000775612	0.001248493	0.000381965	0.000437828	0.001545514	0.001074252	0.000265179	0.000324687	0.001215641	0.001167372	0.000828948	0.000528794	0.000770421	0.000929871	0.000733746	0.000916435
GH43_17	0.000261414	0.000211042	0.000373064	0.000278399	0.000817151	0.000465052	0.000869425	0.000533713	0.001105779	0.000945327	0.000589107	0.000223921	0.000692794	0.000463307	0.000248756	0.000373451	0.000729986	0.000637781	0.000540816	0.000491337	0.00102978	0.000821004	0.000718879	0.000985846	0.000376866	0.000517434	0.000823824	0.000358621	0.00082685	0.000672457	0.000513417	0.000378303	0.000755893	0.000685591	0.000471331	0.000569598	0.000793907	0.000585895	0.000602715	0.000394693	0.000933706	0.00061564	0.000558784	0.000471235	0.000599498	0.000407207	0.000694354	0.000624209	0.000292758	0.000256145	0.000974865	0.000371244	0.000827206	0.000834134	0.000881715	0.000936808	0.00164398	0.000486046	0.001716177	0.000503277	0.001090061	0.000570434	0.001399558	0.000589651	0.001963486	0.000541252	0.001230496	0.000464867	0.001852622	0.000477598	0.004336433	0.000268095	0.001486616	0.000589749	0.001010585	0.000532588	0.00180202	0.000477688	0.001270188	0.000475263	0.001846848	0.000748983	0.001055213	0.000413029	0.00130024	0.000577845	0.001831041	0.00054496	0.000433292	0.000534465	0.000931956	0.000737494	0.001195037	0.000568845	0.0008701	0.000667349	0.001228868	0.000752689	0.00063439	0.000346662	0.000845948	0.000673151	0.000511132	0.000622309	0.000508815	0.000271232	0.000970623	0.001456343	0.000585322	0.000305505
GH43_18	0.000621265	0.000706031	0.000317535	0.000830737	0.000504016	0.000298111	0.000409825	0.000847775	0.000447473	0.000877792	0.000350753	0.000430245	0.000384329	0.000986476	0.000639139	0.000599164	0.000415044	0.00064407	0.000436589	0.000784035	0.000375464	0.000534392	0.000588885	0.00020091	5.48E-05	0.000824639	0.000322452	0.000814045	0.000439761	0.000410925	0.000278404	0.00079181	0.000361835	0.000469468	0.000338985	0.001133535	0.000477172	0.000641105	0.000568997	0.00072254	0.000322707	0.0004023	0.00026329	0.000354887	0.000136091	0.000355918	0.000394899	0.000745084	0.000146323	0.000183139	0.000241598	0.00015627	0.000186309	0.000681244	0.0012164	0.001407284	0.00146154	0.000784526	0.001194265	0.001206641	0.001267281	0.000579256	0.001085729	0.000409513	0.001536104	0.001564036	0.000992967	0.000682561	0.001583641	0.000651236	0.002066962	0.000552391	0.001567681	0.000843661	0.001287926	0.000954613	0.001035688	0.000766464	0.001176382	0.001114664	0.001077885	0.000587801	0.000421704	0.00100491	0.001078849	0.00049515	0.001208036	0.000897701	0.00063599	0.001015409	0.000533959	0.000387526	0.000321242	0.001032068	0.000489304	0.000846658	0.000329745	0.001403143	0.00032876	0.001212617	0.001015201	0.001090917	0.000255056	0.000173591	0.000378758	0.000385502	0.000481057	0.000239265	0.000436894	0.000811424
GH43_19	0.002812779	0.002294039	0.002013454	0.003445888	0.003276016	0.004948013	0.005169622	0.004854343	0.003675855	0.003555853	0.002759384	0.003021364	0.003342977	0.00220798	0.00193095	0.003032674	0.002794947	0.004841672	0.002986203	0.002446335	0.004084932	0.005611012	0.003132572	0.005533098	0.00245894	0.003671499	0.003037459	0.003643819	0.001951948	0.003590271	0.002907619	0.003111054	0.002235164	0.005096606	0.003599065	0.002847565	0.003886489	0.003663199	0.002616645	0.003376269	0.001948355	0.005101373	0.003075264	0.002771637	0.00229851	0.003967684	0.001813142	0.003807592	0.00240807	0.003378192	0.002943279	0.00435125	0.00191877	0.004230769	0.001836235	0.00522189	0.002499255	0.003609203	0.001893038	0.005111152	0.002180672	0.004670185	0.001985483	0.003282048	0.0026257	0.004640513	0.001984701	0.00408471	0.00247861	0.004291738	0.000553603	0.004369421	0.002344481	0.003590484	0.002293473	0.004537225	0.002404135	0.004320112	0.002763228	0.003379583	0.003248388	0.004501104	0.003584837	0.004327777	0.001872873	0.003692729	0.002398312	0.001536807	0.003337907	0.004413158	0.00358077	0.002833571	0.00326087	0.003621916	0.003636063	0.003517495	0.004042846	0.004125465	0.003585698	0.003636546	0.002982226	0.00245457	0.002563623	0.00335628	0.002351497	0.004502415	0.002422554	0.003769651	0.002180237	0.003877627
GH43_20	7.72E-06	0	2.28E-05	6.55E-05	0	0	0	0	0	1.95E-05	2.39E-05	4.57E-05	3.71E-05	0	0	1.71E-05	6.87E-05	1.14E-05	2.22E-05	4.54E-05	2.01E-05	0	8.26E-06	5.16E-05	0	0	3.40E-05	0.000110051	4.28E-05	7.95E-06	2.37E-05	4.35E-05	6.04E-05	2.83E-05	5.19E-05	1.90E-05	2.68E-05	0.00034822	2.54E-05	2.77E-05	5.11E-05	1.40E-05	2.81E-05	1.27E-05	0.000103675	2.43E-05	0	4.09E-05	3.56E-05	4.57E-05	4.89E-05	4.40E-05	0	0	0	0	1.38E-05	1.61E-05	0	2.17E-05	0	3.99E-05	2.78E-05	4.40E-05	0	0	5.78E-05	4.10E-05	0	0	0	1.77E-05	0	0	0	0	0	2.17E-05	0	0	0	0	7.36E-05	6.05E-05	0	8.57E-05	0	0	1.51E-05	1.17E-05	1.59E-05	0.000142645	4.74E-05	0.000124193	1.30E-05	2.78E-05	4.96E-05	2.01E-05	1.57E-05	9.37E-06	3.17E-05	2.57E-05	3.73E-05	0	0	3.11E-05	3.94E-05	7.02E-05	4.72E-05	7.02E-05
GH43_2	0.001230439	0.000839081	0.000642596	0.001189862	0.001359278	0.002125917	0.002306786	0.001968649	0.001487969	0.001245129	0.001035531	0.001167943	0.001447005	0.000898471	0.000487243	0.000938748	0.000922346	0.001455054	0.001071748	0.000887589	0.001726515	0.00209627	0.001380808	0.002379734	0.000407377	0.001018561	0.00115735	0.00133192	0.000673328	0.001326004	0.001186122	0.00120384	0.0011457	0.001927287	0.001293099	0.001154877	0.001549038	0.001310097	0.001003167	0.001061503	0.000539868	0.001476681	0.001424858	0.001032516	0.000783683	0.001548307	0.000815508	0.001513125	0.000675906	0.001242868	0.001033291	0.00190394	0.000924027	0.00152489	0.001603271	0.00178797	0.003004437	0.001537066	0.002153942	0.002093847	0.002137348	0.001572338	0.002211363	0.001334335	0.002918639	0.001779559	0.001919462	0.001302543	0.002885998	0.001453554	0.00082502	0.001369375	0.002988181	0.001296956	0.00232447	0.001596421	0.002280847	0.001870202	0.002632887	0.001513881	0.00293077	0.001691012	0.001391173	0.001807818	0.002143306	0.001409361	0.002537987	0.000453642	0.001131695	0.001591108	0.001377543	0.001238586	0.001205974	0.00120202	0.001407036	0.001292491	0.001631052	0.001828653	0.00113159	0.001434055	0.001085896	0.001228943	0.000866644	0.001460486	0.000893735	0.001799098	0.001263954	0.001713757	0.000934075	0.001331729
GH43_22	0.000213223	0.000150642	6.00E-05	0.000214854	0.001011012	0.001121813	0.000162497	0.000177429	5.67E-05	0.000152755	0.000219145	0.000238408	0.000172484	0.000439007	0.000206439	0.000614175	0.000498469	0.000610027	0.00022404	0.000399399	0.000805074	0.000567453	0.000153733	0.000545107	0.000334212	0.000132709	5.51E-05	0.000832066	8.26E-05	4.64E-05	0.000275571	0.000864841	9.13E-05	0.000411707	0.00021719	0.000900857	0.000219747	0.002429751	0.000233739	0.00072222	5.34E-05	3.86E-06	0.000395945	0.002264793	0.000139144	0.000409683	0.000181522	0.000188139	0.000163274	0.000152886	0.000325918	8.64E-05	0.000421399	0.001310324	0.000154398	4.86E-05	0.00077815	0.000627321	0.00024557	0.000526907	0.000375369	0.000299101	0.000636219	0.000959669	0.000420674	7.95E-05	0.000416604	0.000567977	0.00013896	0.001008843	0.000295118	0.00020848	4.65E-05	0.000466406	0.000286064	0.000469822	0.000640062	0.000407789	0.000779446	0.000943745	9.07E-05	0.000854643	0.001039336	0.000452817	0.000181777	0.000324084	0.000115488	0.000501743	0.000177798	0.000716426	0.000383503	0.002119489	0.000660782	0.001051926	0.000242278	0.000563179	0.000206278	0.000373508	7.27E-05	9.71E-05	3.45E-05	0.000228149	0.000454	0.000334089	6.69E-05	0.000252351	0.000648377	0.000456774	0.000228358	0.000753677
GH43_24	0.002026205	0.001094999	0.002281902	0.001219158	0.003110207	0.002540918	0.002300843	0.001961997	0.003701743	0.002231874	0.002210734	0.001234644	0.001651415	0.002454748	0.002109871	0.001900555	0.002190155	0.002730588	0.00199932	0.001840093	0.002594198	0.002403102	0.001386947	0.001772855	0.002154111	0.002648253	0.001983736	0.001542883	0.003413994	0.001536274	0.002700094	0.002295121	0.001329581	0.001595273	0.001789154	0.001836777	0.002064739	0.002860031	0.00208726	0.001422274	0.002662165	0.002218119	0.002676477	0.002071193	0.001369417	0.001249987	0.001904476	0.001701348	0.001785908	0.001395334	0.002594912	0.001474583	0.001665284	0.002414052	0.005612078	0.003268692	0.006352195	0.00156686	0.004755003	0.002411126	0.004689308	0.001737421	0.005146775	0.001447999	0.005331777	0.002913116	0.006004031	0.001695773	0.005936448	0.001682828	0.00304277	0.001229616	0.005124846	0.0017	0.006088527	0.003189835	0.00635371	0.001789499	0.004971104	0.000920162	0.005946034	0.002489663	0.002080734	0.00156135	0.00532929	0.001720453	0.005890019	0.001617632	0.001796048	0.002338811	0.002372495	0.001834599	0.003036425	0.002314322	0.002008634	0.001662473	0.001998023	0.002497426	0.001804904	0.001426172	0.002516468	0.001952288	0.001561629	0.001442061	0.002379562	0.001221955	0.002531819	0.003125657	0.003505142	0.002848843
GH43_26	0.001992502	0.001731815	0.000945531	0.000966205	0.001894892	0.001669429	0.000332656	0.000280547	0.000289857	0.001468038	0.00093099	0.001300283	0.001462915	0.002714981	0.00090155	0.003032722	0.001150955	0.000751847	0.0007284	0.00112013	0.000575713	0.00076898	0.000459593	0.000465456	0.000699881	0.000627972	0.000379704	0.001168702	0.000950217	0.000669828	0.000699543	0.00156851	0.000392921	0.000618641	0.000628186	0.000583752	0.00040478	0.001655794	0.000692016	0.000750506	0.00067464	0.000899925	0.000936144	0.001650487	0.001740776	0.001726942	0.001218881	0.001680895	0.000423285	0.000754516	0.000556172	0.00059616	0.000418394	0.001304053	0.000535244	0.00037339	0.001490876	0.00064959	0.000890656	0.000849296	0.000624783	0.001078023	0.00077394	0.001035875	0.000953214	0.000495206	0.000663063	0.001261538	0.000576364	0.001197875	0.002392401	0.001881571	0.000242275	0.000650228	0.000739355	0.00100318	0.000949988	0.000535189	0.001044149	0.000913356	0.000481374	0.000728315	0.000812871	0.000758345	0.000748113	0.000728194	0.000556354	0.000581075	0.001277233	0.001118638	0.000619617	0.00151055	0.000616713	0.001566626	0.000363401	0.000898623	0.000461434	0.000613715	0.00138938	0.001786523	0.000619412	0.002019474	0.00148332	0.000748264	0.001095813	0.001637451	0.000885167	0.000657367	0.001016131	0.001404479
GH43_27	0.000200289	0.001907677	0.000515235	0.000952077	0.000607057	0.000305454	0.000118211	0.000141108	6.51E-05	0.000133262	0.000883761	0.000713257	0.000912117	0.000347518	0.000324866	0.000557139	0.000513143	0.000589603	0.000650073	0.0010412	0.000667624	9.60E-05	0.000137798	0.000284361	0.002792615	0.000674572	0.000146493	0.000576193	0.000218407	0.000160863	0.001011677	0.001473233	0.00142689	0.000679276	0.001057328	0.000859468	0.000215111	0.001487354	0.000442914	0.000489189	0.000800126	0.000363703	0.000450756	0.001492296	0.00133063	0.000762101	0.001207921	0.000464429	0.000620773	0.001336659	0.001133823	0.00024532	0.00044697	0.000446637	7.90E-05	0.000114913	0.000501286	0.00040814	0.000166621	0.000182315	5.59E-05	0.000925564	0.000164768	0.001562102	0.000185283	6.13E-05	0.000271827	0.001130365	9.12E-05	0.000330589	0.00029714	0.00088001	0.000103223	0.000650385	0.000215203	0.000247003	0.000326292	0.000151478	0.000450411	0.000598708	7.62E-05	0.000629733	0.000298549	0.000191059	0.000182533	0.000485459	7.05E-05	0.000527086	0.000244297	0.000446139	0.000357735	0.00143793	0.00036909	0.000511905	0.000875899	0.001218333	0.000175016	0.000278051	0.001104765	0.001001118	0.00056865	0.000358984	0.001230974	0.001341592	0.001215957	0.000395983	0.000813328	0.001064228	0.000311154	0.00038077
