Genome	Sample_s10B.bin_11	Sample_s10B.bin_17	Sample_s10B.bin_19	Sample_s10c.bin_14	Sample_s11B.bin_6	Sample_s11c.bin_11	Sample_s11c.bin_26	Sample_s11c.bin_8	Sample_s11c.bin_9	Sample_s14B.bin_24	Sample_s14B.bin_27	Sample_s14B.bin_28	Sample_s14B.bin_6	Sample_s14c.bin_16	Sample_s14c.bin_17	Sample_s14c.bin_18	Sample_s14c.bin_1	Sample_s14c.bin_20	Sample_s14c.bin_6	Sample_s15B.bin_6	Sample_s15c.bin_16	Sample_s15c.bin_17	Sample_s15c.bin_19	Sample_s15c.bin_1	Sample_s15c.bin_20	Sample_s15c.bin_26	Sample_s15c.bin_27	Sample_s15c.bin_29	Sample_s15c.bin_31	Sample_s15c.bin_4	Sample_s15c.bin_6	Sample_s15c.bin_9	Sample_s16c.bin_11	Sample_s18B.bin_12	Sample_s18B.bin_14	Sample_s18B.bin_18	Sample_s18B.bin_1	Sample_s18B.bin_9	Sample_s18c.bin_13	Sample_s18c.bin_19	Sample_s18c.bin_20	Sample_s18c.bin_3	Sample_s18c.bin_5	Sample_s19B.bin_2	Sample_s19c.bin_14	Sample_s19c.bin_18	Sample_s21B.bin_12	Sample_s21B.bin_13	Sample_s21B.bin_4	Sample_s21c.bin_15	Sample_s21c.bin_17	Sample_s21c.bin_18	Sample_s21c.bin_20	Sample_s21c.bin_3	Sample_s22B.bin_10	Sample_s22B.bin_19	Sample_s22B.bin_23	Sample_s22B.bin_24	Sample_s22B.bin_4	Sample_s22B.bin_5	Sample_s22c.bin_14	Sample_s22c.bin_16	Sample_s22c.bin_17	Sample_s22c.bin_24	Sample_s22c.bin_28	Sample_s22c.bin_31	Sample_s22c.bin_36	Sample_s22c.bin_3	Sample_s22c.bin_7	Sample_s24B.bin_11	Sample_s24B.bin_14	Sample_s24B.bin_4	Sample_s24c.bin_9	Sample_s28B.bin_4	Sample_s28B.bin_5	Sample_s28B.bin_6	Sample_s28B.bin_7	Sample_s28c.bin_12	Sample_s28c.bin_6	Sample_s29c.bin_2	Sample_s29c.bin_8	Sample_s2B.bin_6	Sample_s2B.bin_7	Sample_s2c.bin_16	Sample_s2c.bin_7	Sample_s30B.bin_12	Sample_s30c.bin_3	Sample_s30c.bin_8	Sample_s31B.bin_10	Sample_s31B.bin_11	Sample_s31B.bin_3	Sample_s31B.bin_5	Sample_s31c.bin_11	Sample_s31c.bin_2	Sample_s31c.bin_3	Sample_s31c.bin_8	Sample_s32c.bin_7	Sample_s33B.bin_11	Sample_s33B.bin_18	Sample_s33B.bin_23	Sample_s33B.bin_9	Sample_s34B.bin_17	Sample_s34B.bin_19	Sample_s34B.bin_2	Sample_s34c.bin_12	Sample_s34c.bin_4	Sample_s34c.bin_5	Sample_s34c.bin_6	Sample_s35B.bin_8	Sample_s35c.bin_2	Sample_s35c.bin_10	Sample_s35c.bin_11	Sample_s35c.bin_13	Sample_s35c.bin_15	Sample_s35c.bin_16	Sample_s35c.bin_17	Sample_s35c.bin_18	Sample_s35c.bin_4	Sample_s35c.bin_8	Sample_s35c.bin_9	Sample_s36B.bin_12	Sample_s36B.bin_7	Sample_s36c.bin_4	Sample_s37B.bin_12	Sample_s37B.bin_27	Sample_s37B.bin_30	Sample_s37c.bin_10	Sample_s37c.bin_11	Sample_s37c.bin_13	Sample_s37c.bin_7	Sample_s38B.bin_10	Sample_s38B.bin_11	Sample_s39B.bin_10	Sample_s39B.bin_20	Sample_s39B.bin_24	Sample_s39c.bin_17	Sample_s39c.bin_18	Sample_s39c.bin_4	Sample_s42B.bin_22	Sample_s42c.bin_10	Sample_s42c.bin_13	Sample_s42c.bin_4	Sample_s42c.bin_7	Sample_s45c.bin_3	Sample_s45c.bin_5	Sample_s45c.bin_9	Sample_s46B.bin_1	Sample_s46c.bin_5	Sample_s46c.bin_7	Sample_s48B.bin_12	Sample_s48c.bin_12	Sample_s48c.bin_1	Sample_s48c.bin_3	Sample_s48c.bin_4	Sample_s48c.bin_8	Sample_s49B.bin_12	Sample_s49B.bin_2	Sample_s49B.bin_3	Sample_s49B.bin_9	Sample_s49c.bin_14	Sample_s49c.bin_18	Sample_s49c.bin_1	Sample_s49c.bin_21	Sample_s49c.bin_4	Sample_s4B.bin_10	Sample_s4B.bin_18	Sample_s4B.bin_1	Sample_s4B.bin_27	Sample_s4c.bin_1	Sample_s4c.bin_25	Sample_s50B.bin_9	Sample_s50c.bin_2	Sample_s50c.bin_4	Sample_s50c.bin_7	Sample_s51B.bin_19	Sample_s51B.bin_22	Sample_s51B.bin_6	Sample_s51c.bin_8	Sample_s52B.bin_12	Sample_s52B.bin_5	Sample_s52c.bin_21	Sample_s52c.bin_26	Sample_s53c.bin_19	Sample_s53c.bin_21	Sample_s53c.bin_27	Sample_s53c.bin_28	Sample_s53c.bin_37	Sample_s53c.bin_3	Sample_s53c.bin_6	Sample_s54B.bin_10	Sample_s54B.bin_19	Sample_s54B.bin_1	Sample_s54B.bin_23	Sample_s54B.bin_26	Sample_s54B.bin_2	Sample_s54B.bin_33	Sample_s54c.bin_12	Sample_s54c.bin_20	Sample_s54c.bin_2	Sample_s55c.bin_11	Sample_s55c.bin_3	Sample_s55c.bin_5	Sample_s55c.bin_8	Sample_s56B.bin_18	Sample_s56B.bin_22	Sample_s56B.bin_24	Sample_s56B.bin_8	Sample_s56c.bin_10	Sample_s56c.bin_1	Sample_s57B.bin_10	Sample_s57B.bin_15	Sample_s57B.bin_17	Sample_s57B.bin_19	Sample_s57B.bin_22	Sample_s57c.bin_10	Sample_s57c.bin_16	Sample_s57c.bin_2	Sample_s58B.bin_19	Sample_s58B.bin_7	Sample_s58c.bin_1	Sample_s58c.bin_2	Sample_s58c.bin_23	Sample_s58c.bin_9	Sample_s60B.bin_13	Sample_s60B.bin_19	Sample_s60B.bin_3	Sample_s60B.bin_9	Sample_s60c.bin_15	Sample_s60c.bin_19	Sample_s60c.bin_29	Sample_s61B.bin_11	Sample_s61B.bin_12	Sample_s61B.bin_27	Sample_s61B.bin_6	Sample_s61c.bin_20	Sample_s61c.bin_21	Sample_s61c.bin_8	Sample_s62B.bin_15	Sample_s62B.bin_22	Sample_s62B.bin_5	Sample_s62c.bin_10	Sample_s64B.bin_10	Sample_s64B.bin_23	Sample_s64B.bin_27	Sample_s64c.bin_10	Sample_s64c.bin_17	Sample_s64c.bin_2	Sample_s64c.bin_7	Sample_s65B.bin_2	Sample_s65c.bin_10	Sample_s65c.bin_12	Sample_s65c.bin_5	Sample_s65c.bin_7	Sample_s66B.bin_7	Sample_s66c.bin_18	Sample_s66c.bin_22	Sample_s66c.bin_7	Sample_s6B.bin_11	Sample_s6B.bin_17	Sample_s6B.bin_24	Sample_s6B.bin_4	Sample_s6c.bin_10	Sample_s6c.bin_3	Sample_s6c.bin_4	Sample_s71B.bin_22	Sample_s71B.bin_2	Sample_s71B.bin_7	Sample_s71B.bin_8	Sample_s71B.bin_9	Sample_s71C.bin_15	Sample_s71C.bin_21	Sample_s71C.bin_8	Sample_s72B.bin_12	Sample_s72B.bin_19	Sample_s73B.bin_11	Sample_s73B.bin_20	Sample_s73c.bin_4	Sample_s73c.bin_5	Sample_s73c.bin_9	Sample_s74B.bin_12	Sample_s74B.bin_15	Sample_s74B.bin_27	Sample_s74c.bin_20	Sample_s74c.bin_28	Sample_s74c.bin_7	Sample_s74c.bin_8	Sample_s75B.bin_21	Sample_s75c.bin_15	Sample_s76c.bin_12	Sample_s76c.bin_6	Sample_s7B.bin_2	Sample_s7B.bin_7	Sample_s7c.bin_10	Sample_s7c.bin_2	Sample_s8B.bin_10	Sample_s8B.bin_2	Sample_s8B.bin_6	Sample_s8B.bin_8	Sample_s8c.bin_20	Sample_s8c.bin_25	Sample_s9B.bin_13	Sample_s9c.bin_19	Sample_s9c.bin_21	Sample_s9c.bin_2	Sample_s9c.bin_4	Sample_s9c.bin_5	Sample_s9c.bin_7
Sample_s10c	0.040491678	0	0	2.1672165	0.025349205	0	0	0	0.08460859	0	0.054516803	0	0.026359301	0	0.08064385	0	0.36615443	0.11589909	0	0.060051896	0	0.04360358	0	0.12284257	0	0.06403306	0	0.05896388	0	0.35518208	0	0.052822586	0	0.9307227	0.074305795	0	0	0.09581374	0	0.28162047	0	0.060978282	0.065394126	0.038188517	0.046438478	0	0.02824865	0	0.78319776	0	0	0	0	0.08970427	0	0	0.066983774	0	0	0	0.23576899	0.14057943	0	0	0	0	0.08713796	7.451345	0	0.32292378	0	0	0.40337726	0	0.028795421	0	0	0	0	0.0876492	0.049150843	0	0	0	0.21457429	0.06321609	0	0	0	0	0.0463678	0.32342386	0	0	0.15503938	0	0	0	0	0	0.26644158	0.16863175	0	0	0	0.028497137	0	0	0.56226146	0.024098333	0	0	0	0	0	0	0	0	0.055145286	0	0	0	0.51479715	0.12587234	0.035912972	0	0	0	0	0.05553591	0.12695019	0.17744568	0.06352209	0	0	0.03125737	0.037704412	0.0406873	0.17359152	0	0	0	0.027193388	0.196247	0	0	0.7136629	0	0	0.07734474	0	0.028204	0.216933	0.087453365	0	0	0.11973868	0.024108093	0	0	0.06632388	0.05007493	0	0.27799252	0.027319713	0	0.09876469	0.11395051	0.10228016	0.060139496	0	0	0	0	0.028102415	0	0	0	0.094667666	0	0	0	0.07141222	0	0	0.09880169	0	0	0	0.17754926	0	0	0.08828738	0.14240421	0.11963834	0	0	0	0.36367106	0.07454342	1.4535165	0.033806592	0	0	0	0	0	0	0.5932506	0.24699421	0	0	0	0	0	0.032234527	0.05101659	0.040616207	0.26538676	0.76943505	0.16920996	0	0	0.10643079	0	0	0	0	0.23240922	0	0	0	0.030806366	0	0	0	0	0	0	1.1862844	0.049242806	0	0	0	0	0.31808028	0	0	2.0090687	0.033877283	0	0	0	0	0.09259579	0	0	0.062161293	0	0	0.024106517	0.05225921	0	0	0	1.6904031	0	0	0	0.093821794	0	0.16361311	0	0.057202864	0.047708012	0	0	0.02590854	0	0.029879797	0	0	0	0	0	0.082361326	0	0	0	0.21053211	1.8608103	0	0	0	0	0.99036103	0.32700896	0	0	0	0	0.13479069	0.07429378	0	0.3643601	0.04803147	0.0895785
Sample_s11c	0	0	0.028121611	0.17328593	0	0.4893506	0.3447902	0.66122186	0.98105216	0	0	0	1.1937793	0.16685379	0	0	3.5744355	0	0.35874122	0.34658366	0	0.21485895	0.5263662	0.08209056	0.0400157	0.030684743	0	0.08136359	0	0.6037362	0	0.3084222	0.7918031	1.3136966	0.32563317	0	0	0.027408382	0	0.30681887	0.028978579	0.7066321	0.15392521	0.04513404	1.082524	0	0.16307417	0	0.7470273	0	0	0	0	0.23731299	0	0.23807424	0	0	0	0	0.19338103	0.24837247	0.18331206	0.02886144	0	0	0.14422123	0.028965814	0	0	0	0	0.850892	0	0.21745564	0.08350879	0	0.033630732	0.040990494	0.2327943	0.050143626	0.11136611	0.6031358	0	0.4174577	0.6582618	0.1701892	0	0	0	0	0.049639557	0	0	0.13048682	0	0.12788904	0	0	0	0.27160174	0	0	0	0.046627063	1.1228148	0	0.048250828	0.43308192	0	0	0	0.3113182	0	0.057786137	0	0	0.06484842	0.044189643	0	0	0	1.3088791	0	0	0	0	0.028742975	0	0.11036553	0.4818433	0	0.30403203	0.101775214	0.8609234	0.044433177	0.27975985	0.04845623	0	0	0	0.04797088	0.12292238	0.14745545	0.04501875	0	0.04921523	0	0.08859602	0.062697746	0	0.08608617	0.20671943	0.13019201	0.040758684	0	0.36482456	0.03376012	0	0	0.18286377	0.2609216	0	0.391553	0	0	0.13189687	1.8607007	0.4805097	0.6047654	0.04872399	0	0.7841993	0	0.115467094	0	0	0	0	0	0	0	0	0.12427626	0	0	0	0	0	0.2082191	0	0	0.2571722	0.066856325	0.5875404	0	0.16346973	0	4.179113	0.13742377	0	0.038857307	0	0	0	0	0.20085013	0	0.2478273	0	0.03426134	0	0.059031516	0	0	0	0	1.3258913	0.13656443	1.456024	0.30474523	0	0	0	0	0	0	0	0.26450154	0	0.42351037	0.42778262	0	0	0	0.058433566	0	0	0	5.823371	0	0	0.13581854	0.14079128	0	0.39198643	0	0	5.1572905	0	0	0	0	0	0.1227927	0.12765096	0	0	0	0.06291557	0	0.07702306	0.8320259	0	0	1.5583329	0.061005797	0	0	0.30437416	0	0.23874804	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21277201	0	0.04045838	0.22356082	0.6773107	3.9155846	0.05801869	0.056602973	0.033722226	0	0.8411304	0	0	0	0	0.14050154	0.21304776	0.49302965	0.27859807	0	0	0
Sample_s13c	0	0	0	3.8727987	0.20069425	0	0	0	0.11577166	0	0	0	0	0	0	0.09238721	0.17333405	0.7769554	0.1475997	0.13053201	0	0.0459219	0.0804341	0.125051	0	0	0	0.16959651	0	1.7905744	0	0	0.17877942	0.16940875	0.17864779	0	0	0.05707216	0.045969877	0.39354765	0	0.30344117	0.29235452	0.107859686	0	0	0	0	1.2544801	0	0.07055533	0	0	0.08516959	0	0.113580264	0	0	0	0	0.064707525	0.29119366	0	0	0	0	0.25620663	4.647027	0	0.47895777	0	0	1.4977367	0	0	0.035320576	0	0	0	0.25481433	0.1517146	0	0	0	0.5383551	0.07486809	0	0	0	0	0.04677499	0.42776686	0	0	0.041982446	0	0.09595916	0	0	0	0.25260487	0.13404971	0	0	0	0.12664542	0	0.041968845	0.069502026	0.041628733	0.044667855	0.063655324	0.22350097	0	0	0.04899945	0	0.05145566	0.14127024	0.07858379	0	0	2.5039415	0	0	0	0.06146801	0.037242614	0.08016103	0.30050853	0	0	0	0.045948792	0	0.09643411	0.15598032	0.21845856	0	0	0	0	0.11347806	0.20903642	0	0	3.7050512	0	0	0.16104715	0	0.045089833	0.4186286	0.13274747	0	0	0.26362857	0	0	0.06400838	0.17496534	0.06071557	0	0.24992307	0.18162309	0	0.06280321	0.15952757	1.1102027	0.107591674	0.053203437	1.5709331	0	0	0.11270197	0	0.09982516	0	0	0	0	0	0.10577802	0.6963122	0	0	0	0	0	0.1780309	0.18788259	0	0	0.048087213	0.07632986	0	0.1046211	0	1.0138365	0.2762218	0.10114462	0	0	0	0	0	0.14164619	0.1518345	0.15682545	0.08439166	0.1373924	0	0.06881243	0	0.08620604	0	1.206409	3.026706	0.16363382	1.7294502	0.33605862	0.22310813	0.028804375	0.7476315	0	0	0	0	0.28581575	0	0	0.41922817	0.08104095	0.09215343	0	0	0	0	0	1.1301887	0	0	0	0.1261423	0	1.0157876	0.6528415	0	5.870067	0.0993973	0	0	0.4706389	0.04730552	0	0	0	0.06390933	0.3413174	0	0	0.34828985	0.22101668	0	0	1.0584041	0	0.822805	0.49474266	0.17798914	0	0.52397674	0	0.39936242	0	0	0	0.055094536	0	0.10932957	0.03988151	0	0	0.030267665	0	0.08703176	0	0	0.5326767	0.54029405	1.2290235	0	0.09467981	0	0	0.87935543	0.29406232	0.15101364	0.044947006	0	0.055489004	0.740179	0.38988835	0	2.108851	0.30988398	0.40719968
Sample_s14c	0	0	0	5.1310277	0.22923264	0	0	0	0.064503536	0	0	0	0.32860258	0.56887424	0.6321103	1.711701	1.1661963	0.8606856	0.5907188	0.2997675	0	0.047535475	0.053448938	0.09035067	0.12699582	0	0	0.10364324	0	0.9192022	0	0.18036701	0.103434555	0.2341804	0.2519141	0	0	0.09725471	0.023413576	0.25497586	0	0.2904891	0.20200758	0.02835685	2.1942294	0	0	0	1.1113124	0	0.033077203	0.02119469	0	0.103144236	0.34577715	0.20464568	0.1213889	0	0.1557973	0	0.12837629	0.3050118	0.047493674	0	0.19183607	0	0	0	0.57050496	0.0720068	0	0	0.07029986	0	0.02497984	0.20478144	0	0	0	0.2081102	0.118037455	0	0.0695684	0	0.6076414	0.09729391	0	0	0	0	0.066766284	0.47767028	0.04747598	0	0	0	0.18203163	0	0	0	0.09139151	0.04427329	0	0.634666	0	0.19417161	0	0.041389856	0.09036968	0	0	0	0.21634339	0	0.022699274	0.049946122	0	0.09740509	0.14623393	0.08261493	0	0	1.117626	0.052630402	0	0	0	0	0.07033111	0	0.15947686	0	0	0	0.05315655	0.050256286	0.17817014	0.08699601	0	0	0	0.04797292	0.058332488	0.16379	0.02963721	0	2.9422035	0	0.052052002	0	0	0.050597724	0.203478	0.10356445	0.047561143	0.03710871	0.3395184	0	0	0.056223497	0.19440703	0.0859278	0	0.2563641	0	0.33983517	0.03298995	0.3599771	0.17153391	0.21703786	0	0.7684741	0	0	0.13207166	0	0	0	0.024484891	0	0	0	0	0.09607402	0	0	0	0.143537	0.06979447	0.21909945	0	0	0	0.04460386	0.12915233	0	0.21253347	0	1.192787	0.3361833	0	0	0.046170507	0.12691306	0	0	0.2540887	0.103337504	0.66630876	0.029853335	0	0.114283614	0	0.076434985	0	0	0.3636604	2.4705038	0.3246937	0	0.59912246	0.24664581	0	0.35630935	0.5129324	0	0.12153362	0	0.27473098	0	1.2708893	0.37727913	0.06933004	0	0	0.30507377	0	0	0	1.8697143	0.20622325	0.124229275	0	0.22563201	0	0.39672962	1.999701	0	3.7972205	0.06845655	0	0	0	0	0.10515361	0.15378992	0	0.078512825	0	0	0	0.16078159	0	0	0	0.7257906	0	0.02954202	0	0	0	0.088724524	0	0.22716027	0	0	0	0	0	0	0.036389425	0.09982346	0	0.035289392	0	0.0647877	0.24098834	0	0	0.9590054	0.9167816	0	0	0	0	1.0168581	1.6002855	0.041167334	0	0.22885107	0.032866288	0.5430652	0.37396222	0.05122536	0.6364008	0.047329657	0
Sample_s15c	0	0	0.06194791	0	0	0	0	0	0.05974377	0	0	0	0	0	0	0	2.1867187	0.5036715	0.08963333	0.31584468	0.4362792	0.55763996	0.6091138	0.5804666	0.42528245	0.5479127	3.1981132	0.37758696	0.50919	3.951067	0.44207707	0.7675685	0	1.0401909	0.1611149	0	0	0.19777709	0.040302236	0.6000052	0	0.1677343	0.19154327	0	0	0	0.11890402	0.07231821	1.994851	0	0	0.06631378	0	0.100569054	0	0.04483855	0	0	0	0	0.4078939	0.10283765	1.6627371	0.046401195	0	0	0	0	0.107362926	0.05109421	0	0	0.05988445	0	0	0.1614831	0	0	0	0.219871	0.08070324	0	0	0	0	0	0	0.05861612	0	0	0	0.7097409	0	0	0	0	0.43798733	0	0	0	0.10494736	0.07614467	0	0	0	0.17631604	0	0	0.6584559	0.03979481	0.03163476	0	0.40261045	0	0	0	0	0.06988161	0.1176929	0	0	0	0.8153316	0	0.051302887	0.027841264	0	0	0.08034815	0.07530781	0	0	0	0.18030989	0	0.32564092	0.24354394	0.25543106	0	0	0	0.085261494	0.29832405	0.1450413	0	0	0.2625241	0	0.08187976	0	0	0.08056119	0.2095779	0.12101681	0	0	0.21274474	0	0	0.1010024	0.047644015	0.101588964	0	0.18833844	0.2548704	0	0.04803169	0	0.65963465	0.69873345	0	0	0	0	0.16126609	0	0	0	0	0	0	0	0.0722919	0	0	0.068297446	0	0	0	0	0.15489268	0	0	0.0474068	0.20651409	0	0.30650735	0	1.8212343	0.2772176	4.770978	0.10958469	0	0.06507193	0	0	0	0.09232134	0.11039186	1.602599	0	0	0	0	0	0	1.3210907	0	0	0	0.27000952	0.046420537	0	0	0	0	0	0	0.43140507	0	0	0.568139	0.04801577	0	0	0.6563103	0	0	0	0.5519365	0	0	0	0	0	0	0	0	2.5104237	0.10834834	0	0.10439034	0	0	0	0	0.14816752	0	0	0	0	0.68334967	0	1.1025835	0	2.3782632	0	0.14528961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09316954	0.03648786	0	0	0	0.75960994	3.6247323	0	0	0.07981685	0	1.0131295	0	0.057790324	0	0	0	0.04176988	1.4821548	0	0	0	0
Sample_s16c	0	0	0	4.7078996	0	0	0.063610874	0	0.04254603	0	0	0	0	0	0.14006305	0.12758398	1.9100587	0.08900257	0.21683843	0.22288202	0	0	0	0.39309776	0	0	0	0.28247258	0	0.4376913	0	0	0.97448426	0.07780538	0.05631631	0	0	0.05490746	0	0.71751267	0	0.18214688	0.18562753	0.15240954	0	0	0.053756416	0	0.44384187	0	0.0861794	0	0	0.34344995	0.0710926	0.047697272	0	0	0	0	0.18254739	0.17993587	0	0	0	0	0.06840188	0	0.468812	0.22952035	0	0	2.2530165	0	0.0688802	0	0	0	0	0.14201297	0.064390115	0	0	0	0.5019901	0	0	0	0	0	0.31488752	0.22106804	0	0	0.20529649	0	0.10702956	0	0	0.06405988	0.27119994	0.108821854	0	0.43294477	0	0.061052073	0	0	0	0	0	0	0.12007621	0	0	0	0	0.08864439	0.07971333	0.04847966	0	0	1.6692435	0	0	0.16633968	0	0	0	0	0	0	0	0	0.05082194	0.09157534	0.11508944	0.1517969	0	0	0	0.061420325	0	0	0	0	3.7718196	0	0.06622548	0	0	0	0.44535145	0.10952882	0	0	0.2910552	0	0	0	0.063626714	0.09025964	0	0.45747885	0	0	0.30441448	0.14401886	0.08233876	0.10075048	0	0.5032731	0	0	0.10323094	0	0	0	0	0.16068134	0	0	0	0.22345418	0	0	0	0	0.10583692	0.15368459	0	0	0	0.059328858	0.16778743	0	0.09944812	0	0.9417988	0.108574376	0	0	0.15603927	0	0	0	0.24716486	0.12468106	0.24563058	0.07899362	0	0	0	0	0	0	0.12013255	1.6642511	0.40284	0	0.71562237	0.18495966	0	0	0	0	0	0	0.5277826	0	0.6856919	0.20042315	0.056862313	0	0	0.10075469	0	0	0	0.6267283	0	0	0	0.08214876	0	0	3.441621	0	4.297157	0.062453598	0	0	0	0	0.5566759	0.067572415	0	0.31367153	0	0	0.10743847	0.23362562	0	0	0	0.6383874	0	0	0	0.1403758	0	0	0	0.1014897	0	0	0	0.06450299	0	0	0.2699759	0.42607483	0.1608053	0	0	0.1972704	0	0	0	0.25154236	2.058874	0	0.065318204	0	0	1.7617682	2.7456462	0.1214887	0	0.061304063	0	0.3336981	0.21288635	0	0.4901549	0	0
Sample_s18c	0	0	0	0	0.30406466	0	0	0	0.073428	0	0	0	0.333307	0	0	0	0	0	0	0.029683065	0	0.03440982	0	0.081257224	0	0	0	0.22489685	0	0.96085966	0	0	0	0.30703312	0.8852328	0.02681402	0	0.3011269	0.47600067	1.9689014	0.8898084	1.4621248	1.1088116	0.09225538	1.6566831	0	0.22074148	0	0.78597325	0.034610488	0	0	0	0.35365587	0	0	0	0	0	0	0.32832646	0.3415183	0.044331335	0.043108243	0.058779527	0	1.3277136	0.08036661	0	0	0	0.033842754	2.2509015	0	0.1714536	0.030648774	0	0	0.058913037	0.16281529	0.08284294	0	0.052207544	0	0.15559894	0	0	0.04973476	0.03217467	0.23682596	0	0.6106109	0.16138141	0	1.1333125	0	0.087806866	0	0.7334714	0	0.9901479	0	0	0	0	0	0	0	0.09059284	0	0.09776859	0	0.23952483	0	0	0	0	0.24871837	0.0972077	0.040190846	0	0.08127791	1.1070162	0	0	0.03283108	0.1591999	0	0	0.2875837	0.11976177	0	0	0.1637208	0.038117267	0.069847725	0.45932037	0.13025495	0	0.16800956	0	0.059301414	0.07119538	0.48055956	0	0	1.49317	0	1.1450454	0.043241628	0	0.11297013	0.39500022	0.16757426	0	0	0.146683	0	0.03803275	0.07711806	0.2818473	0.9448871	0	0.47256058	0	0.038864594	0.39410043	0.3865857	0.5583014	0.18861142	0.79682183	0	0	0	0.0562113	0	0	0	0	0.14507481	0	0	0	0	0.038772527	0	0	0	0	0.18992576	0.029939277	0	0	0.07647626	0.19776976	0	0.14690226	0	0.09629698	0.10667685	3.2024927	0.38264027	0	0	0	0	0	0.26770478	1.0346268	0.037148874	0.0941515	0	0.053208917	0.04245553	0	0	0	0	2.1354043	4.312973	0.81309384	0	0	0	0	0	0	0	1.5270839	0	0	0	0.03582615	0	0	0	0	0	0	0.048614115	0	0	0	0	0.20532168	0.6396142	0	0	13.808596	0.077394985	0	0	0	0	0.20167138	0	0	0	0	0.06703802	0	0.11212173	0	0	0	2.3706028	0	0	0	0	0	0	0	0	0	0	0	0.15926728	0	0	0	0	0	0	0	0.2894199	0	0	0	0.058820304	2.0098221	0.8756336	0	0	0	0.4520493	0	0	0	0	0	0.6299561	0.23710169	0	0	0.14006332	0
Sample_s19c	0	0	0	0	0	0	0	0	0.12668814	0	0	0	0	0	0	0	0.7755254	0	0	0.58780724	0	0.19310439	0.0991636	0.23635417	0	0	0	0	0	0.7098102	0	0	0.4947017	0.7286526	0.17002821	0	0	0.059165813	0.044638954	0.7086895	0	0.090692006	0.52229106	0	0.77647245	1.6633188	0.057509243	0	2.3588953	0	0	0.043181583	0	0.6059574	0	0.06976592	0	0	0.09908332	0	0.24448353	0.69444364	0	0.033611108	0	0	0.34257266	0.24111612	0	0.042585857	0	0	1.7198328	0	0	0.13284706	0	0	0.07414038	0.20100291	0.20309788	0.076127216	0.13555868	0.08845759	0.64859235	0.15563112	0	0	0	0	0.05134477	0.8626907	0	0	0.22316845	0	0	0	0	0	0.3922858	0	0	0	0	0.22805144	0	0	1.0104363	0	0.044360444	0	0.08449854	0	0	0	0	0.36753678	0.18925051	0	0	0	2.4607918	0.10500115	0	0	0	0	0	0.63338995	0.15700945	0	0.5453742	0.12497054	0	0.06795635	0.12669413	0.083875075	0	0	0	0.056828212	0.065634854	0.59964865	0	0.054254238	4.2527523	0.11244668	0.07306144	0.6266684	0	0.10658595	0.36783603	0.19110559	0	0	0.4234603	0	0	0.0686325	0.07327379	0.34441218	0	0.4309684	0.0542155	0	0	0.17855284	0.15977041	0.26284602	0.7471274	0	0.511319	0.4464493	0.12981215	0.09460172	0	0	0	0	0	0	0.38983303	0.07139522	0	0	0	0	0	0.49576366	0	0	0	0.19147803	0.3937431	0.12015391	0.20691048	0.06251851	0.57024914	0.4257383	0.7254496	0.085608475	0.06267451	0	0	0	0.18282723	0.22242726	1.6511178	0	0.05626583	0	0	0.12158447	0	0	0	2.0373542	1.1025938	1.7692428	0.19055377	0	0	0.51406235	0	0	0	0	0.53378123	0	0.5683063	0.16499692	0	0	0	0	0	0	0	0.32593536	0	0.057600584	0	0	0	0.92071337	0.09027293	0	10.6153345	0.55886024	0.093442775	0	0.04730974	0.1676468	0.113880165	0.11540937	0.057227485	0	0	0	0.09835308	0.08668413	0	0	0	1.7276133	0	0	0.29979214	0.10842416	0	0.23345016	0	0.34948835	0	0	0	0.036516663	0	0	0	0	0	0	0	0.11284487	0	0	0.3533371	0.61638397	3.9405015	0	0.08052746	0	0	0	1.3099586	0	0	0	0	0.483691	0.10704041	0.20342617	0	0.06488867	0
