KO	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
K07768	0.000247234	0.000267496	0.000176975	0.000180027	0.000135092	0.000208443	6.86288E-05	5.42469E-05	0.000139127	0.00022846	0.000212616	0.000339484	0.000287113	0.000209365	0.000304097	0.000329059	0.000202544	0.000166189	0.000129498	0.000290224	0.000127722	0.000156175	0.000182926	0.00015261	0.000344865	0.000237138	0.000130646	0.000183392	0.000134997	0.00014523	0.000203275	0.000402384	0.00033884	0.000213217	0.000257078	0.000226656	0.000154873	0.000181884	0.000205292	0.000163287	0.000208736	0.000163634	0.000164433	0.000232327	0.000307904	0.000257501	0.000252173	0.000275929	0.000254217	0.000173508	0.000165801	0.000132541	0.000223318	0.000206454	4.27932E-05	0.000105219	0.000109283	0.000162278	6.1325E-05	0.000130185	0.000134483	0.000210139	9.69244E-05	0.00018961	0.000129634	8.65898E-05	0.000102958	0.000223342	6.39301E-05	0.000219344	0.000124233	0.00028479	0.00011089	0.000182498	0.000111521	0.000113107	0.00010505	0.000179988	9.75542E-05	0.000200832	7.69446E-05	0.000110104	0.000183509	0.00010345	0.000104841	0.000206275	0.000109095	0.000301337	0.000174881	0.000158161	0.000158885	0.000305388	0.000239016	0.000263589	0.000166138	0.000187505	0.000203779	0.000121427	0.000235874	0.000216162	0.000148635	0.000234957	0.000304524	0.000225449	0.000348848	0.000332096	0.000240554	0.000225864	0.000168078	0.000228205
K07742	0.000438793	0.000478474	0.000504655	0.000417749	0.000409079	0.000349732	0.000342081	0.000286811	0.000318356	0.000340839	0.000449184	0.000508555	0.000470548	0.000354457	0.000536736	0.000448767	0.000487061	0.000406851	0.0004494	0.000543123	0.000299026	0.000284502	0.000457697	0.000359178	0.000474177	0.00038291	0.000424723	0.000330864	0.000357062	0.000471914	0.000365234	0.000477831	0.000483582	0.000333272	0.000434435	0.000404756	0.000359557	0.000403182	0.000390848	0.000381981	0.000435036	0.000363636	0.000420707	0.000471539	0.000611447	0.000423708	0.000524381	0.000392634	0.000545051	0.000508047	0.00042703	0.000416542	0.000481838	0.00034992	0.00027733	0.000177627	0.000213444	0.00039845	0.000346815	0.000183287	0.000358689	0.000383082	0.000273025	0.000470375	0.00025842	0.000221512	0.000292175	0.000394015	0.000184161	0.00029396	0.000368316	0.000431964	0.000239221	0.000427421	0.00021315	0.000239172	0.000199919	0.000280973	0.000298805	0.000341245	0.000207598	0.000379822	0.000483858	0.000321312	0.000250025	0.000398638	0.00025621	0.000578271	0.000408854	0.000288589	0.000357192	0.000523453	0.000342335	0.000263048	0.000386173	0.000389297	0.000356693	0.000288247	0.000449579	0.000349501	0.0004561	0.000462725	0.000554077	0.000601779	0.000467352	0.000484721	0.000504902	0.000377854	0.000368953	0.000342456
K07741	0.00020433	0.000139726	0.000209409	0.000225425	0.000120174	0.000226448	0.000355082	0.000506199	0.000286473	0.000181473	0.000234499	0.000266455	0.000102449	6.77369E-05	0.000182051	0.000102072	0.000139771	0.000225809	0.000195527	0.000246038	0.000206312	9.11906E-05	0.000206294	0.000233567	8.45654E-05	8.03756E-05	0.000117306	8.30318E-05	0.000196883	0.000135321	0.000126332	7.66411E-05	0.000159675	0.000130434	0.000202478	0.000129453	0.00015347	0.000223182	0.000198561	0.000186416	0.000107645	0.000171105	0.000279008	0.000237379	0.000253101	7.43305E-05	0.00024542	0.000157975	0.000189457	0.000134616	0.000243627	0.00013415	0.000152222	6.81134E-05	0.000102823	7.37682E-05	0.00013285	0.000114992	8.45154E-05	9.06048E-05	0.000212488	9.40023E-05	0.000103031	0.000195447	9.76787E-05	0.000165947	0.000111079	0.000133611	9.59979E-05	9.67649E-05	3.17971E-05	0.000206396	0.000114721	9.90679E-05	0.00012428	0.000134619	8.70903E-05	7.58532E-05	0.000122249	0.000171732	0.000450704	0.00019402	0.00013765	0.000104441	7.05404E-05	9.10491E-05	9.32296E-05	0.000302031	0.000210378	0.00035542	0.000160434	0.000216907	0.000106432	0.000100894	0.00012793	8.80585E-05	0.000166493	0.000206812	0.000277577	0.000144634	0.000279663	0.000167292	0.000208082	0.000172207	0.000190334	0.000222247	0.000163462	0.000176422	0.00023496	0.000184354
K07738	0.000392669	0.000422803	0.000495158	0.00034557	0.000368569	0.000241067	0.00025935	0.000249564	0.00037995	0.000307572	0.000377266	0.000331411	0.000301894	0.000376232	0.000375266	0.000357915	0.000368718	0.000298972	0.000370268	0.000410026	0.000204158	0.000176278	0.000405093	0.000330299	0.00039705	0.000265117	0.000316092	0.000286823	0.000497211	0.000349488	0.000303342	0.000337219	0.000447559	0.000250088	0.000395757	0.000344267	0.000304442	0.000337881	0.000290216	0.000286224	0.000412009	0.000301648	0.000314417	0.00038745	0.000490716	0.000338258	0.000446268	0.000309943	0.000440879	0.000329107	0.00036062	0.000309802	0.00046284	0.000285824	0.000197661	0.00013218	0.00019083	0.000272823	0.000281866	0.000143746	0.000298115	0.000279689	0.000249383	0.000374634	0.000221898	0.000263772	0.000421361	0.000307394	0.000170682	0.000215609	0.000376305	0.000292027	0.000242599	0.000317635	0.000160965	0.000220891	0.000245302	0.000236867	0.000278447	0.000317598	0.000263141	0.000268418	0.000348283	0.000244831	0.000268975	0.000375724	0.000325767	0.000473658	0.000302632	0.000241628	0.000330029	0.000476157	0.000271469	0.000193822	0.000287165	0.000326306	0.000261023	0.000218663	0.000415973	0.000310489	0.00032035	0.00040135	0.000457076	0.000325176	0.000412246	0.000343254	0.000419649	0.00032687	0.000406916	0.00027769
K07736	0.000228462	0.000289877	0.000369956	0.000284967	0.000314331	0.000229626	0.000208751	0.000124207	0.000110344	0.000142222	0.000243895	0.00032433	0.00019072	0.000164405	0.000233971	0.000185777	0.00027644	0.00017035	0.000227054	0.000276757	0.000198783	0.000131469	0.000272687	0.000212573	0.000333474	0.000240252	0.00032641	0.000220143	0.000230875	0.000253661	0.000226331	0.000287443	0.000239033	0.000196131	0.000293073	0.000259284	0.000253189	0.00027973	0.000263979	0.000249028	0.000261291	0.00016916	0.000274634	0.000240723	0.000422654	0.000261426	0.000369669	0.000226545	0.000345139	0.000366394	0.000305342	0.00031896	0.000362084	0.000182309	0.000253663	7.69364E-05	0.000147395	0.000186141	0.000282514	0.000110753	0.000307881	0.000274735	0.000210564	0.000365428	0.000201537	0.000101503	0.000206777	0.00026716	0.000173769	0.000194193	0.000153549	0.000244963	0.000197516	0.000232754	0.000162196	8.96731E-05	0.000159848	0.000121712	0.000206897	0.000249329	7.43137E-05	0.000268997	0.000259308	0.00023467	0.000225381	0.0002989	0.000140927	0.000190083	0.000232717	0.000229651	0.000204567	0.000301924	0.000169446	0.000174137	0.000201004	0.000223588	0.000220382	0.000144041	0.000222502	0.000127944	0.000319425	0.000241288	0.000345172	0.0003228	0.000280742	0.000277826	0.000358301	0.000279919	0.000182079	0.000174659
K07735	0.000203375	8.4692E-05	0.000214927	0.000138174	0.000170961	0.000197723	0.00031653	0.000257748	0.000346267	0.000163896	0.000186875	0.000128693	0.000174253	0.00019737	0.000147413	0.000112575	0.000160007	9.10201E-05	0.000217798	9.03557E-05	0.000283388	0.000237136	0.000209091	0.000275513	7.59338E-05	9.87747E-05	0.000238952	0.000164284	0.000319198	0.00013056	0.000233592	0.000127317	0.000175601	0.000211316	0.000166228	0.000129645	0.000219578	0.000125246	0.000187855	0.000133409	0.00023989	0.000152938	0.00025143	0.000135912	0.000212626	0.000183403	0.000143067	0.000163523	0.000128875	0.000156758	0.00020206	0.000208776	0.000148368	0.000148073	0.000194305	0.000247104	0.000269196	0.000170638	0.000192361	0.000217806	0.000241536	0.000163385	0.000225448	0.000153828	0.000342863	0.000239152	0.000389563	0.000166081	0.000217839	0.000195108	0.000239263	0.000136785	0.000200008	0.000147835	0.000253258	0.000161182	0.000326857	0.000208366	0.000259109	0.000185182	0.000400569	0.000198215	0.000264539	0.000211039	0.000281458	0.000136164	0.000274584	7.19502E-05	0.00022752	0.000155306	0.000247454	0.00013093	0.000242645	0.000141365	0.000234182	0.000155005	0.000259833	0.00016772	0.000186066	0.000173818	0.000187279	0.00012818	0.000158308	0.000163098	0.000201853	0.00020749	0.000226794	0.000221957	0.000298458	0.000148847
K07729	0.00166958	0.002173004	0.001869253	0.002042028	0.002054671	0.002047006	0.001761947	0.001959945	0.001525411	0.00201415	0.001594737	0.001845975	0.00203026	0.001782315	0.001823163	0.00202594	0.001815053	0.002282702	0.001785848	0.001907312	0.001758875	0.001998147	0.001873367	0.001837148	0.001786358	0.002315335	0.001772135	0.001891679	0.001089746	0.001919319	0.001617083	0.00195472	0.001520799	0.001805754	0.001916596	0.00210587	0.001867619	0.002017141	0.001773993	0.002032912	0.00160058	0.002039403	0.001565284	0.001765387	0.001557708	0.001988907	0.001501673	0.002079387	0.001888145	0.001972407	0.001767448	0.001707853	0.001570029	0.002013473	0.001744202	0.002261159	0.001205219	0.002260098	0.001688631	0.002222373	0.001305822	0.001928193	0.001480875	0.001826992	0.001111028	0.002039871	0.00085305	0.001840365	0.001526637	0.00194255	0.002209086	0.002169008	0.001489934	0.001947759	0.00148866	0.001994202	0.001179502	0.001836907	0.001502682	0.001918196	0.000806827	0.002136301	0.001651376	0.002284736	0.001510131	0.001738568	0.001297205	0.001690741	0.001738669	0.00201129	0.00168515	0.001854875	0.001913475	0.00220275	0.001939277	0.002173905	0.001618243	0.002288447	0.001881799	0.00229755	0.002011682	0.002174138	0.001646032	0.001869002	0.001566105	0.00190979	0.001854394	0.001903482	0.001636469	0.001982868
K07727	0.001544499	0.002025905	0.002018376	0.00131535	0.001355077	0.001109161	0.000890439	0.000783573	0.000822249	0.001294962	0.001551473	0.001844958	0.001622695	0.001579228	0.001558563	0.002003589	0.001232157	0.001212484	0.00132218	0.001452486	0.00084681	0.000659579	0.00116721	0.001106787	0.001693832	0.001428094	0.001428827	0.001069557	0.000980725	0.001142668	0.001293975	0.00134457	0.001260086	0.000991985	0.001394883	0.001062216	0.001165607	0.001298065	0.001307566	0.000974229	0.001221211	0.001202147	0.001282915	0.001520704	0.001833759	0.00156527	0.001815262	0.001521407	0.001594836	0.001167357	0.001436207	0.001007743	0.001523228	0.001102526	0.001047923	0.000669276	0.000883061	0.001190678	0.001171496	0.000764398	0.00115388	0.001115114	0.001150342	0.001355625	0.000705111	0.000598619	0.000711056	0.001252286	0.000938143	0.001067365	0.00087453	0.001984706	0.001136007	0.001020272	0.00080192	0.000858969	0.000772903	0.000649186	0.000926592	0.00098036	0.000773204	0.00093491	0.001070566	0.000949226	0.000998098	0.001257056	0.000836104	0.000982729	0.001334791	0.001100947	0.001178696	0.00161865	0.001134479	0.001038191	0.001112729	0.001221081	0.00094822	0.000791575	0.001890566	0.001547683	0.000922598	0.001944843	0.00192442	0.001512199	0.001628878	0.001774679	0.001137828	0.001151669	0.001162127	0.001137676
K07726	0.000319004	0.000354287	0.000462986	0.000424749	0.000248138	0.000220893	0.000245603	0.000285226	0.000187394	0.000220097	0.000386415	0.000428804	0.000311131	0.000321937	0.000424731	0.000338504	0.000455098	0.000297156	0.000261992	0.000389255	0.000164245	0.000119823	0.000266159	0.000272684	0.000412475	0.000311026	0.000308434	0.000379977	0.000353985	0.000371917	0.0003182	0.000489403	0.000544045	0.000312315	0.000362893	0.000364534	0.00027578	0.00028021	0.000317658	0.000274945	0.000299886	0.000271834	0.000437645	0.000508613	0.000427331	0.000347698	0.000512361	0.000348795	0.000430063	0.000310048	0.000345255	0.000310483	0.000439299	0.000310052	0.000170193	0.000140959	0.000240327	0.000231552	0.000270363	0.000142935	0.000298857	0.000277911	0.000282785	0.000286536	0.00016233	0.000216003	0.000232172	0.000309754	0.000147163	0.000222635	0.000422075	0.000277076	0.000332077	0.00031525	0.000164299	0.000192333	0.000103638	0.000384244	0.000240207	0.000263762	0.000218515	0.000218102	0.000222348	0.000196207	0.000222736	0.000304828	0.000307198	0.000300688	0.000324551	0.000347081	0.000248549	0.000361247	0.000168349	0.000182746	0.000210423	0.000267083	0.000220975	0.000244475	0.000380638	0.000289355	0.000307701	0.000384887	0.000402497	0.000323658	0.000341062	0.000444062	0.000316642	0.000288105	0.000259961	0.000267088
K07720	0.00144767	0.001438061	0.000922761	0.001108151	0.001536941	0.001490311	0.000807073	0.000882948	0.000793857	0.00130909	0.001064199	0.00144717	0.001343904	0.001542518	0.001289076	0.001663821	0.001141983	0.001017355	0.00102679	0.001599992	0.000996611	0.001000545	0.001182776	0.001279678	0.0013324	0.00112324	0.001024058	0.001515449	0.000941209	0.001075814	0.001050925	0.001806949	0.001429027	0.001108289	0.001467852	0.001509914	0.001236995	0.001513678	0.0010595	0.001252445	0.001067492	0.000971343	0.001121189	0.001644328	0.001384746	0.001719999	0.001395122	0.001579768	0.001077678	0.001004037	0.001035667	0.000948323	0.001343286	0.001389383	0.000959145	0.001014427	0.00087173	0.001216001	0.001055874	0.001248307	0.001015986	0.001256423	0.001108086	0.001288025	0.001083764	0.001099005	0.000905098	0.001361995	0.001083504	0.001472415	0.002152175	0.001322075	0.001414893	0.001509845	0.001134926	0.001199623	0.000805478	0.001444084	0.000952512	0.001533478	0.000700549	0.001170547	0.001044277	0.00123072	0.001273356	0.001520946	0.00089025	0.001622213	0.001270502	0.001161516	0.001278386	0.001693819	0.001053017	0.001311071	0.001005558	0.001328083	0.001150482	0.001095546	0.00121303	0.001391081	0.001547528	0.001648457	0.001326316	0.001196601	0.001164669	0.00135377	0.001116014	0.001210076	0.000891931	0.001413521
K07718	0.000803473	0.00081688	0.000506357	0.000541565	0.000953753	0.000850953	0.00018837	0.000171876	0.000228678	0.000551599	0.000505291	0.000820684	0.000609101	0.000711637	0.000677968	0.000883773	0.000615433	0.000416288	0.000477873	0.000992863	0.000328817	0.000307423	0.000667423	0.000612562	0.000847474	0.000408388	0.000428975	0.000829634	0.000539355	0.000492876	0.000460728	0.000955364	0.000883867	0.000387714	0.00097003	0.000867892	0.000568526	0.000821733	0.000494632	0.00063265	0.000495692	0.000346512	0.000602901	0.001079657	0.000763736	0.00090752	0.00085088	0.000702477	0.000641489	0.000493031	0.000602073	0.000431091	0.000929827	0.000755018	0.000539374	0.000208774	0.000448386	0.000574144	0.000732221	0.000471651	0.000748219	0.000612819	0.000675229	0.000809858	0.000699271	0.000411497	0.000569478	0.000667004	0.0007064	0.0008765	0.001557691	0.000497755	0.000961519	0.000769428	0.000597877	0.000518046	0.000398301	0.000652876	0.000427962	0.000744804	0.000282606	0.000562249	0.000426427	0.000506672	0.000927453	0.001016665	0.000426757	0.001117344	0.000557701	0.000476117	0.000608698	0.001101798	0.000394907	0.000671257	0.000350248	0.000664066	0.000491009	0.000356485	0.000528964	0.000477835	0.001057476	0.000858262	0.000799002	0.000602783	0.00059501	0.000594003	0.000670975	0.000754377	0.000405696	0.000874155
K07713	0.000693658	0.000495092	0.000579215	0.000643029	0.000797733	0.00114579	0.001222689	0.000956207	0.00081642	0.000947786	0.000704825	0.000537291	0.000712063	0.000562859	0.000600639	0.000606719	0.000647291	0.001138133	0.000718283	0.000496085	0.001014759	0.001125653	0.000707033	0.000898135	0.000344623	0.000866102	0.000808826	0.000727232	0.000565517	0.000680834	0.000814661	0.000574103	0.000580047	0.000927084	0.000535561	0.000672017	0.000827059	0.000761059	0.000738802	0.00064308	0.000799976	0.001025278	0.000896977	0.000546187	0.000387382	0.000734658	0.000607407	0.000826554	0.000478135	0.000569388	0.000617767	0.000853063	0.000520534	0.000854929	0.001612995	0.001287331	0.001841981	0.000867269	0.001443392	0.001262804	0.001373998	0.000867641	0.001617212	0.000667804	0.001731173	0.001198238	0.001184278	0.000763409	0.002008587	0.00078849	0.001141683	0.00074483	0.00178961	0.000648689	0.001832024	0.001451252	0.001563717	0.000974472	0.001668286	0.000712526	0.001691427	0.000849864	0.000723625	0.000936493	0.001529712	0.00083134	0.001705635	0.000537961	0.000792234	0.001132754	0.000702933	0.000522254	0.000935145	0.000922297	0.000816685	0.000744873	0.000854544	0.001189972	0.000487135	0.000774476	0.00082983	0.000476999	0.00043681	0.000513359	0.000587384	0.000706152	0.000533604	0.000630685	0.000587228	0.001026295
K07712	8.00923E-05	0.000117525	3.75773E-05	0.000160356	9.92374E-05	0.000145145	0.00016059	0.000225049	0.000144106	0.000141825	8.61644E-05	0.000123103	0.000128818	0.000146543	9.09911E-05	9.01815E-05	0.000104242	7.75401E-05	0.000106947	0.000109506	0.000168254	0.000199125	0.000147484	0.000199676	1.2549E-05	9.23174E-05	0.000127082	0.000186964	7.51073E-05	0.000109326	0.000104034	0.000175829	9.87655E-05	0.000181375	0.000135051	0.000185952	0.000180354	0.000128642	0.000114748	0.000155899	5.91887E-05	8.57402E-05	0.000110819	0.000111485	6.00946E-05	0.00016371	4.47094E-05	0.000176017	5.06267E-05	0.000101119	6.58388E-05	0.000145377	7.11392E-05	0.000133511	1.45201E-05	0.000211053	2.3647E-05	0.000198042	1.00759E-05	0.000244131	1.10407E-05	0.000149333	1.41175E-05	0.000133993	1.31852E-05	0.000219946	9.96012E-06	0.000154124	6.26833E-06	0.000187268	1.79221E-06	0.000145518	7.85656E-06	0.000170039	1.41042E-05	0.000130798	1.03667E-05	0.000221969	3.77112E-05	0.000252651	1.00759E-05	0.000137773	0.00012843	0.000235134	1.10759E-05	0.000121685	7.03571E-06	8.03432E-05	0.000117098	0.00017144	0.000156907	0.000121893	0.000110162	0.000149912	0.000142596	0.000165818	0.000151376	0.000225032	8.91798E-05	0.000235377	8.25704E-05	0.000136339	5.88526E-05	0.00011375	7.51422E-05	0.000181977	0.000103771	8.12434E-05	8.212E-05	0.000100831
K07706	0.000735682	0.001163345	0.000681299	0.000707538	0.000682086	0.000700929	0.000305658	0.000320481	0.000296609	0.000482475	0.000632679	0.000978973	0.000589387	0.000654431	0.000973927	0.000870037	0.000855401	0.000553877	0.0005702	0.001281995	0.000451097	0.000323773	0.000542838	0.000564566	0.001363819	0.000777022	0.000570842	0.000729713	0.000545245	0.000494186	0.000643422	0.001354635	0.000845247	0.000525161	0.000965311	0.00075946	0.000374268	0.000974882	0.00059505	0.000875679	0.000640218	0.000612647	0.000686991	0.000986442	0.001051695	0.000896723	0.001006035	0.000696567	0.001235481	0.00095449	0.000872079	0.000657075	0.001031811	0.000665206	0.000276138	0.000268562	0.000553404	0.000612326	0.000622905	0.00035017	0.00057794	0.000721273	0.000417398	0.00115951	0.000253125	0.000339753	0.000429203	0.000749382	0.000230529	0.000589437	0.000403238	0.000683033	0.000511872	0.000698451	0.000340485	0.000445161	0.000275954	0.000535604	0.000415375	0.000837835	0.000381702	0.000480088	0.000282407	0.00045791	0.000552904	0.001075521	0.000213558	0.000890449	0.000449368	0.000664585	0.000637835	0.001044977	0.000367142	0.000466169	0.000482647	0.000728482	0.000392182	0.000339913	0.000768596	0.000668333	0.000433107	0.000790987	0.00100699	0.000998506	0.000804968	0.000827087	0.000994664	0.000957009	0.000485064	0.000661471
K07705	0.00145946	0.002039739	0.001336703	0.00150741	0.001180751	0.00117501	0.000756164	0.00092155	0.00076026	0.001011569	0.001389449	0.00159318	0.001330318	0.001293609	0.001467291	0.001691352	0.001329789	0.001118734	0.001252302	0.001762781	0.000908134	0.00083009	0.001149609	0.001281877	0.002244807	0.001376044	0.00088204	0.001443462	0.000942024	0.001103461	0.001227835	0.001797948	0.001747208	0.001236023	0.001740442	0.001405129	0.000904876	0.0014789	0.001172578	0.0013936	0.0012422	0.001172263	0.001207973	0.001891264	0.001757096	0.001578925	0.00168242	0.001311149	0.001807569	0.001556808	0.001484167	0.001101458	0.001624142	0.0013194	0.000980245	0.000698317	0.001293135	0.001160551	0.001533331	0.000830411	0.001577485	0.001496101	0.001211373	0.001790145	0.001254842	0.000746896	0.000974998	0.001499117	0.001086617	0.001158545	0.001180037	0.00151406	0.001550317	0.001408104	0.001021455	0.001085124	0.001015273	0.00125519	0.001192229	0.001394182	0.001088934	0.0011076	0.00094221	0.001041146	0.001275015	0.001773329	0.001388902	0.001312762	0.001012155	0.001167189	0.001213691	0.001727404	0.000948294	0.000965335	0.001175455	0.00158984	0.000901837	0.000999184	0.001639682	0.001436486	0.000969025	0.001464658	0.001809011	0.001663339	0.001541287	0.001517112	0.001422715	0.001693242	0.000900361	0.001150848
K07699	0.00092148	0.000957672	0.000702266	0.000586684	0.000399485	0.000500993	0.00036841	0.00031942	0.000372011	0.000544673	0.000651848	0.001004393	0.000602461	0.00052543	0.000663394	0.000785473	0.000610675	0.000567897	0.000471673	0.000832304	0.000345746	0.000226255	0.00058853	0.000477947	0.000663235	0.000537684	0.000601132	0.000555651	0.000594838	0.000618757	0.000490653	0.000713197	0.000809291	0.000443847	0.000753506	0.000730217	0.000459129	0.000422236	0.000495087	0.000582212	0.000474468	0.000478341	0.000611528	0.000638726	0.000736285	0.000591929	0.000912384	0.000784914	0.000561991	0.000587187	0.000588835	0.000567746	0.000898156	0.000364208	0.000283068	0.000208953	0.000226971	0.000478112	0.000371793	0.000177573	0.000382144	0.000481521	0.000268984	0.000862868	0.000233345	0.000232839	0.000253686	0.000640319	0.000165846	0.00028937	0.000469296	0.000729888	0.00031426	0.000511918	0.000237168	0.000330464	0.000189364	0.00050915	0.000314781	0.000586503	0.000259989	0.000575599	0.000473316	0.000399458	0.000210969	0.000839881	0.000268694	0.000586031	0.000566097	0.000370473	0.000425735	0.000704206	0.000299776	0.000234067	0.000414591	0.000502505	0.000463618	0.000322677	0.00064359	0.00056854	0.000460125	0.000814584	0.000847706	0.00094366	0.000709436	0.00079226	0.000824714	0.000797401	0.000587694	0.00058125
